"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Poliwhirl","Mud Shot","Mud Bomb","6.607","112.6","13.42","1419"
"Voltorb","Tackle","Discharge","7.23","85.3","13.4","1010"
"Alolan Sandshrew","Metal Claw","Night Slash","6.785","103.1","13.4","1293"
"Ledian","Struggle Bug","Aerial Ace","6.213","134.7","13.4","1346"
"Shadow Vulpix","Quick Attack","Flamethrower","7.647","71.8","13.39","883"
"Chingling","Zen Headbutt","Shadow Ball","7.386","79.9","13.39","1005"
"Gothita","Pound","Psychic","7.106","89.6","13.39","951"
"Slowpoke","Confusion","Water Pulse","6.557","114.1","13.39","1226"
"Komala","Yawn","Bulldoze","6.164","137.1","13.39","2582"
"Carvanha","Bite","Poison Fang","8.791","47.1","13.38","1020"
"Shadow Starly","Quick Attack","Brave Bird","8.66","49.4","13.38","719"
"Nidoran♂","Poison Sting","Sludge Bomb","7.694","70.5","13.38","860"
"Shadow Larvitar","Bite","Crunch","7.625","72.4","13.38","1040"
"Charmander","Scratch","Flamethrower","7.529","75","13.38","980"
"Chingling","Zen Headbutt","Psyshock","7.38","79.8","13.38","1005"
"Ledian","Bug Bite","Silver Wind","6.199","134.4","13.38","1346"
"Shadow Charmander","Scratch","Flame Charge","7.874","65.4","13.37","980"
"Crabrawler","Bubble","Payback","7.165","87","13.37","1363"
"Impidimp","Bite","Play Rough","7.861","65.5","13.36","807"
"Shadow Spheal","Water Gun","Aurora Beam","7.277","82.6","13.36","962"
"Phantump","Tackle","Foul Play","7.26","83.2","13.36","1123"
"Staravia","Quick Attack","Heat Wave","7.154","87.1","13.36","1299"
"Frillish","Bubble","Ice Beam","6.616","110.1","13.36","1257"
"Spearow","Peck","Drill Peck","8.197","57.6","13.35","798"
"Snover","Ice Shard","Energy Ball","6.883","97.4","13.35","1159"
"Skiploom","Tackle","Grass Knot","6.776","102.2","13.35","976"
"Frillish","Bubble","Ominous Wind","6.609","110","13.35","1257"
"5th Anniversary Pikachu","Quick Attack","Thunderbolt","7.556","73.3","13.34","938"
"Flying Pikachu","Quick Attack","Thunderbolt","7.556","73.3","13.34","938"
"Pikachu","Quick Attack","Thunderbolt","7.556","73.3","13.34","938"
"Treecko","Pound","Energy Ball","7.462","76.2","13.34","1053"
"Mudkip","Water Gun","Stomp","7.261","82.7","13.34","1128"
"Whirlipede","Bug Bite","Signal Beam","6.512","114.7","13.34","1144"
"Lileep","Infestation","Return","6.259","129","13.34","1291"
"Karrablast","Fury Cutter","Aerial Ace","7.359","79.2","13.33","1182"
"Shadow Chikorita","Vine Whip","Energy Ball","7.267","82.3","13.33","935"
"Mawile","Fairy Wind","Vise Grip","6.618","108.9","13.33","1634"
"Palpitoad","Mud Shot","Sludge Wave","6.579","111","13.33","1392"
"Slowpoke","Water Gun","Water Pulse","6.524","113.6","13.33","1226"
"Deino","Tackle","Crunch","7.201","84.2","13.32","1062"
"Alolan Geodude","Volt Switch","Rock Tomb","6.914","95.2","13.32","1293"
"Shadow Cubone","Mud Slap","Bone Club","6.89","96.3","13.32","1019"
"Snover","Powder Snow","Return","6.865","97.2","13.32","1159"
"Electrike","Quick Attack","Return","7.75","67.5","13.31","965"
"Shadow Sandshrew","Scratch","Sand Tomb","7.17","85.1","13.31","1261"
"Skiddo","Zen Headbutt","Rock Slide","6.808","99.5","13.31","1250"
"Wartortle","Bite","Aqua Jet","6.309","125","13.31","1488"
"5th Anniversary Pikachu","Quick Attack","Fly","7.536","73.1","13.3","938"
"Flying Pikachu","Quick Attack","Fly","7.536","73.1","13.3","938"
"Audino","Pound","Disarming Voice","5.67","171.6","13.3","1682"
"Shadow Vibrava","Mud Shot","Sand Tomb","7.47","74.9","13.29","1225"
"Shadow Shellder","Ice Shard","Bubble Beam","7.458","75.2","13.29","1080"
"Panpour","Scratch","Surf","7.216","83","13.29","956"
"Hisuian Voltorb","Charge Beam","Thunderbolt","7.172","84.7","13.29","1010"
"Clobbopus","Rock Smash","Brick Break","7.075","88.1","13.29","1137"
"Stufful","Take Down","Stomp","6.837","97.6","13.29","1352"
"Koffing","Acid","Dark Pulse","6.798","99.4","13.29","1214"
"Lombre","Bubble","Bubble Beam","6.664","105.3","13.29","1197"
"Shadow Vulpix","Ember","Flamethrower","7.586","71.3","13.28","883"
"Shadow Squirtle","Tackle","Aqua Tail","7.265","81.1","13.28","946"
"Cufant","Rock Smash","Dig","6.858","96.4","13.28","1377"
"Whismur","Pound","Return","8.157","57.1","13.27","671"
"Shadow Makuhita","Rock Smash","Cross Chop","7.987","60.9","13.27","817"
"Shadow Psyduck","Water Gun","Psybeam","7.524","72.7","13.27","1106"
"Shadow Mawile","Astonish","Vise Grip","6.894","94.5","13.27","1634"
"Shuppet","Feint Attack","Ominous Wind","7.913","62.4","13.26","1018"
"Shadow Horsea","Water Gun","Flash Cannon","7.891","63","13.26","1056"
"Shadow Ekans","Poison Sting","Gunk Shot","7.843","64","13.26","927"
"Farfetch'd","Air Slash","Air Cutter","6.845","96.3","13.26","1236"
"Shadow Kirlia","Confusion","Disarming Voice","7.892","62.8","13.25","966"
"Cacnea","Poison Sting","Brick Break","7.569","71.1","13.25","1242"
"Chimchar","Scratch","Flamethrower","7.461","74.3","13.25","957"
"Pumpkaboo - Super Size","Astonish","Foul Play","6.651","104.7","13.25","1250"
"Shadow Onix","Rock Throw","Iron Head","6.434","115.8","13.25","1101"
"Charmander","Ember","Flamethrower","7.454","74.3","13.24","980"
"Cyndaquil","Ember","Flamethrower","7.454","74.3","13.24","980"
"Vanillite","Powder Snow","Ice Beam","7.311","78.6","13.24","1033"
"Karrablast","Peck","Drill Run","7.308","78.6","13.24","1182"
"Shadow Totodile","Water Gun","Aqua Jet","7.286","79.4","13.24","1131"
"Piplup","Pound","Drill Peck","7.006","89.3","13.24","1075"
"Rowlet","Tackle","Seed Bomb","6.78","98.7","13.24","1058"
"Pumpkaboo - Large Size","Astonish","Foul Play","6.713","101.5","13.24","1244"
"Dottler","Confusion","Psychic","6.413","116.4","13.24","1030"
"Pikipek","Peck","Aerial Ace","8.296","53.7","13.23","910"
"5th Anniversary Pikachu","Quick Attack","Discharge","7.495","72.7","13.23","938"
"Flying Pikachu","Quick Attack","Discharge","7.495","72.7","13.23","938"
"Pikachu","Quick Attack","Discharge","7.495","72.7","13.23","938"
"Sobble","Pound","Water Pulse","7.453","73.9","13.23","1097"
"Clefairy","Pound","Moonblast","6.618","105.6","13.23","1155"
"Fomantis","Fury Cutter","Grass Knot","8.014","59.3","13.22","741"
"Shadow Dratini","Dragon Breath","Wrap","7.772","64.8","13.21","1004"
"Shadow Shellder","Tackle","Water Pulse","7.411","74.7","13.21","1080"
"Shadow Natu","Peck","Night Shade","7.818","63.5","13.2","1102"
"Shadow Charmander","Ember","Flame Charge","7.773","64.6","13.2","980"
"Shadow Cyndaquil","Ember","Flame Charge","7.773","64.6","13.2","980"
"Cyndaquil","Tackle","Flamethrower","7.426","74","13.2","980"
"Wormadam (Trash Cloak)","Confusion","Psybeam","6.064","135.9","13.2","1593"
"Shadow Makuhita","Tackle","Cross Chop","7.939","60.5","13.19","817"
"Shadow Numel","Ember","Heat Wave","7.568","69.9","13.19","1057"
"Fomantis","Fury Cutter","Leaf Blade","7.988","59.1","13.18","741"
"Shadow Cyndaquil","Tackle","Flame Charge","7.761","64.5","13.18","980"
"Shadow Whismur","Pound","Stomp","8.471","49.4","13.17","671"
"Blitzle","Spark","Return","7.873","61.7","13.17","882"
"Shadow Psyduck","Zen Headbutt","Cross Chop","7.467","72.2","13.17","1106"
"Shadow Snover","Powder Snow","Stomp","7.105","83.8","13.17","1159"
"Skorupi","Infestation","Sludge Bomb","6.631","103.1","13.17","1009"
"Phanpy","Tackle","Bulldoze","6.448","112.3","13.17","1206"
"Shadow Alolan Rattata","Quick Attack","Shadow Ball","8.5","48.9","13.16","734"
"Shadow Patrat","Bite","Grass Knot","8.014","58.3","13.16","791"
"Impidimp","Bite","Foul Play","7.747","64.6","13.16","807"
"Drifloon","Astonish","Ominous Wind","6.727","98.5","13.16","1197"
"Espurr","Confusion","Energy Ball","6.635","102.8","13.16","1259"
"Mantyke","Bubble","Aerial Ace","6.282","120.9","13.16","1248"
"Swadloon","Struggle Bug","Silver Wind","6.24","123.4","13.16","1370"
"Lileep","Bullet Seed","Return","6.179","127.3","13.16","1291"
"Shadow Alolan Rattata","Tackle","Shadow Ball","8.491","48.8","13.15","734"
"Cutiefly","Fairy Wind","Bug Buzz","7.596","68.3","13.15","888"
"Psyduck","Zen Headbutt","Return","7.123","82.6","13.15","1106"
"Shadow Exeggcute","Confusion","Ancient Power","6.826","94","13.15","1175"
"Timburr","Low Kick","Rock Tomb","6.814","94.5","13.15","1315"
"Shadow Starly","Tackle","Brave Bird","8.502","48.5","13.14","719"
"Shadow Rattata","Tackle","Body Slam","8.486","48.8","13.14","734"
"Staravia","Wing Attack","Heat Wave","7.031","85.6","13.14","1299"
"Shadow Cubone","Mud Slap","Bulldoze","6.798","95","13.14","1019"
"Stufful","Take Down","Brick Break","6.758","96.5","13.14","1352"
"Skorupi","Poison Sting","Sludge Bomb","6.617","102.9","13.14","1009"
"Aron","Tackle","Body Slam","6.524","107.4","13.14","1307"
"Mareep","Tackle","Return","7.292","76.6","13.13","991"
"Piplup","Bubble","Drill Peck","6.948","88.6","13.13","1075"
"Yamask","Astonish","Shadow Ball","6.769","96","13.13","982"
"Shadow Rattata","Quick Attack","Body Slam","8.469","48.7","13.12","734"
"Deino","Dragon Breath","Body Slam","7.096","83","13.12","1062"
"Skiddo","Rock Smash","Rock Slide","6.709","98","13.12","1250"
"Aron","Tackle","Rock Tomb","6.516","107.2","13.12","1307"
"Patrat","Tackle","Return","7.628","66.6","13.11","791"
"Salandit","Ember","Dragon Pulse","7.405","72.7","13.11","1122"
"Chimchar","Ember","Flamethrower","7.381","73.5","13.11","957"
"Phanpy","Tackle","Rock Slide","6.42","111.8","13.11","1206"
"Shadow Shuppet","Astonish","Shadow Sneak","8.185","53.8","13.1","1018"
"Impidimp","Sucker Punch","Play Rough","7.712","64.3","13.1","807"
"Vulpix","Quick Attack","Weather Ball Fire","7.15","80.6","13.1","883"
"Pumpkaboo - Average Size","Astonish","Foul Play","6.728","96.6","13.1","1222"
"Koffing","Infestation","Sludge","6.698","97.9","13.1","1214"
"Charmander","Scratch","Return","7.368","73.5","13.09","980"
"Shinx","Spark","Return","7.819","61.3","13.08","876"
"Croagunk","Poison Jab","Brick Break","7.469","70.3","13.08","952"
"Horsea","Bubble","Bubble Beam","7.434","71.2","13.08","1056"
"Shadow Cubone","Mud Slap","Dig","6.762","94.5","13.08","1019"
"Shadow Totodile","Scratch","Aqua Jet","7.192","78.4","13.07","1131"
"Pineco","Tackle","Return","6.704","96.9","13.07","1108"
"Staryu","Quick Attack","Power Gem","7.289","75.2","13.06","1157"
"Klang","Thunder Shock","Vise Grip","6.008","134","13.06","1847"
"Shadow Makuhita","Rock Smash","Heavy Slam","7.854","59.9","13.05","817"
"Solosis","Hidden Power (Fire)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Fighting)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Water)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Flying)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Grass)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Poison)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Electric)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Ground)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Rock)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Ice)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Bug)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Dragon)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Ghost)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Dark)","Night Shade","7.391","71.9","13.05","1367"
"Solosis","Hidden Power (Steel)","Night Shade","7.391","71.9","13.05","1367"
"Ekans","Acid","Return","7.375","72.2","13.05","927"
"Shadow Meowth","Scratch","Body Slam","7.943","57.7","13.04","748"
"Riolu","Counter","Low Sweep","7.592","66.1","13.04","993"
"Timburr","Pound","Rock Tomb","6.757","93.7","13.04","1315"
"Rockruff","Rock Throw","Stone Edge","7.47","68.9","13.02","950"
"Glameow","Scratch","Play Rough","7.302","73.7","13.02","934"
"Snubbull","Tackle","Brick Break","7.027","82.9","13.02","1237"
"Voltorb","Spark","Return","7.026","82.9","13.02","1010"
"Starly","Quick Attack","Return","8.044","55","13.01","719"
"Staryu","Tackle","Power Gem","7.259","74.8","13.01","1157"
"Popplio","Water Gun","Water Pulse","6.925","86.2","13.01","1129"
"Snover","Powder Snow","Energy Ball","6.705","94.9","13.01","1159"
"Skiploom","Bullet Seed","Grass Knot","6.602","99.6","13.01","976"
"Lombre","Bubble","Ice Beam","6.524","103.1","13.01","1197"
"Frillish","Hex","Ominous Wind","6.441","107.2","13.01","1257"
"Frillish","Hex","Ice Beam","6.44","107.2","13.01","1257"
"Shadow Purrloin","Sucker Punch","Dark Pulse","8.017","55.5","13","772"
"Solosis","Hidden Power (Fire)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Fighting)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Water)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Flying)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Grass)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Poison)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Electric)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Ground)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Rock)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Ice)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Bug)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Dragon)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Ghost)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Dark)","Thunder","7.363","71.6","13","1367"
"Solosis","Hidden Power (Steel)","Thunder","7.363","71.6","13","1367"
"Shadow Sandshrew","Mud Shot","Sand Tomb","7.002","83.1","13","1261"
"Shadow Bidoof","Tackle","Hyper Fang","7.595","64.9","12.99","721"
"Chikorita","Tackle","Grass Knot","6.767","92","12.99","935"
"Phanpy","Rock Smash","Return","6.36","110.7","12.99","1206"
"Shadow Makuhita","Tackle","Heavy Slam","7.811","59.5","12.98","817"
"Bagon","Bite","Crunch","7.175","76.9","12.98","1156"
" Flabébé","Vine Whip","Psychic","6.797","90.4","12.98","1063"
"Shadow Numel","Tackle","Heat Wave","7.44","68.8","12.97","1057"
"Scorbunny","Ember","Flame Charge","7.31","72.5","12.97","1097"
"Petilil","Hidden Power (Fire)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Fighting)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Water)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Flying)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Poison)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Electric)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Ground)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Psychic)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Rock)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Ice)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Bug)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Dragon)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Ghost)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Dark)","Seed Bomb","7.204","75.8","12.97","1030"
"Petilil","Hidden Power (Steel)","Seed Bomb","7.204","75.8","12.97","1030"
"Pumpkaboo - Small Size","Astonish","Foul Play","6.742","92.4","12.97","1202"
"Herdier","Take Down","Dig","6.349","110.6","12.97","1583"
"Grubbin","Spark","X-Scissor","7.25","74","12.96","984"
"Shellder","Tackle","Return","6.949","84.1","12.96","1080"
"Woobat","Confusion","Aerial Ace","6.911","85.4","12.96","1016"
"Scorbunny","Tackle","Flame Charge","7.299","72.4","12.95","1097"
"Hatenna","Confusion","Psychic","7.221","74.7","12.95","861"
"Morelull","Astonish","Dazzling Gleam","6.88","86.4","12.95","1033"
"Farfetch'd","Fury Cutter","Air Cutter","6.686","94.1","12.95","1236"
"Shadow Nosepass","Rock Throw","Thunderbolt","6.518","101.4","12.94","993"
"Lileep","Acid","Ancient Power","6.073","125.2","12.94","1291"
"Shadow Spheal","Water Gun","Body Slam","7.042","80","12.93","962"
"Shadow Skorupi","Infestation","Cross Poison","6.815","88.3","12.93","1009"
"Venonat","Bug Bite","Signal Beam","6.739","91.4","12.93","1004"
"Chespin","Vine Whip","Body Slam","6.724","92","12.93","1096"
"Sewaddle","Bug Bite","Seed Bomb","6.708","92.5","12.93","977"
"Mantyke","Tackle","Aerial Ace","6.175","118.9","12.93","1248"
"Riolu","Quick Attack","Cross Chop","7.52","65.5","12.92","993"
"Glameow","Scratch","Thunderbolt","7.245","73.2","12.92","934"
"Numel","Ember","Bulldoze","7.082","78.5","12.92","1057"
"Golett","Astonish","Shadow Punch","6.875","85.8","12.92","1189"
"Spheal","Water Gun","Return","6.724","91.6","12.92","962"
"Onix","Rock Throw","Rock Slide","5.993","129.4","12.92","1101"
"Bagon","Ember","Flamethrower","7.136","76.5","12.91","1156"
"Galarian Meowth","Scratch","Gyro Ball","7.043","79.5","12.91","1035"
"Psyduck","Water Gun","Cross Chop","6.996","81.2","12.91","1106"
"Roggenrola","Smack Down","Bulldoze","6.676","93.2","12.91","1205"
"Nidorina","Bite","Poison Fang","6.311","110.6","12.91","1309"
"Starly","Tackle","Return","7.978","54.6","12.9","719"
"Fomantis","Razor Leaf","Leaf Blade","7.824","57.9","12.9","741"
"Torchic","Scratch","Flame Charge","7.235","73.2","12.9","1093"
"Shadow Skorupi","Poison Sting","Cross Poison","6.801","88.1","12.9","1009"
"Pidgeotto","Steel Wing","Air Cutter","6.604","96.2","12.9","1194"
"Shuppet","Astonish","Ominous Wind","7.69","60.6","12.89","1018"
"Cacnea","Poison Sting","Payback","7.363","69.1","12.89","1242"
"Charmander","Ember","Return","7.253","72.3","12.89","980"
"Cyndaquil","Ember","Return","7.253","72.3","12.89","980"
"Jigglypuff","Pound","Play Rough","7.189","74.3","12.89","724"
"Vulpix","Ember","Weather Ball Fire","7.033","79.3","12.89","883"
"Frillish","Bubble","Night Shade","6.383","106.3","12.89","1257"
"Shadow Natu","Quick Attack","Night Shade","7.629","61.9","12.88","1102"
"Trapinch","Mud Shot","Sand Tomb","7.392","68.2","12.88","1274"
"Jangmo-o","Dragon Tail","Dragon Pulse","6.89","84.1","12.88","969"
"Shadow Nosepass","Rock Throw","Rock Blast","6.483","100.9","12.88","993"
"Spritzee","Charge Beam","Thunderbolt","6.268","111.9","12.88","1252"
"Shadow Delibird","Present","Icy Wind","7.495","65.1","12.87","1094"
"Cutiefly","Struggle Bug","Dazzling Gleam","7.431","66.8","12.87","888"
"Numel","Tackle","Bulldoze","7.055","78.2","12.87","1057"
"Totodile","Water Gun","Water Pulse","6.765","88.5","12.87","1131"
"Rowlet","Razor Leaf","Energy Ball","6.589","95.9","12.87","1058"
"Servine","Iron Tail","Wrap","6.107","120.3","12.87","1441"
"Elekid","Thunder Shock","Brick Break","6.979","80.3","12.86","1206"
"Chinchou","Spark","Bubble Beam","6.51","99.2","12.86","1119"
"Minior (Meteor Form)","Take Down","Power Gem","5.771","142.3","12.86","1542"
"Shadow Spheal","Water Gun","Water Pulse","7.002","79.5","12.85","962"
"Pidgeotto","Wing Attack","Air Cutter","6.575","95.8","12.85","1194"
"Blitzle","Quick Attack","Return","7.672","60.1","12.84","882"
"Impidimp","Sucker Punch","Foul Play","7.558","63","12.84","807"
"Buizel","Quick Attack","Water Pulse","7.378","67.6","12.84","1054"
"Pikachu","Present","Wild Charge","7.272","70.6","12.84","938"
"Dratini","Dragon Breath","Aqua Tail","7.222","72.3","12.84","1004"
"Shadow Foongus","Astonish","Energy Ball","6.998","79.4","12.84","979"
"Alolan Rattata","Quick Attack","Return","7.918","54.6","12.83","734"
"Rattata","Quick Attack","Return","7.918","54.6","12.83","734"
"Gible","Mud Shot","Body Slam","6.98","79.6","12.83","1112"
"Chinchou","Bubble","Bubble Beam","6.493","98.9","12.83","1119"
"Delibird","Present","Ice Punch","7.137","74.4","12.82","1094"
"Dratini","Iron Tail","Return","7.204","72.1","12.81","1004"
